filepath,room_type,split,condition_score
train/bedroom/1250686224969130_26834479396163128__009_27445343221736050.jpg,bedroom,train,3
train/bedroom/128182133878732_27277702295166682__004_1497423562075449.jpg,bedroom,train,4
train/bedroom/1697699190534876_3938577453113694__006_26735503499476913.jpg,bedroom,train,3
train/bedroom/1564067761059184_2163578587774762__006_2814336835576496.jpg,bedroom,train,4
train/bedroom/1569279603190851_26534400086252124__002_10163753457427508.jpg,bedroom,train,4
train/bedroom/110907419268500_2729810094044873__009_10164192168064907.jpg,bedroom,train,3
train/bedroom/1369521363409648_2785873011774469__006_2516670878749339.jpg,bedroom,train,2
train/bedroom/126295760730491_27877846831815344__005_3956604571313862.jpg,bedroom,train,4
train/bedroom/167401334126918_2011593996374300__005_967717516169032.jpg,bedroom,train,2
train/bedroom/1658210834462300_4475125892770766__007_122166907634848572.jpg,bedroom,train,5
train/bedroom/1692162830827333_26951651351118466__004_1652655505969911.jpg,bedroom,train,4
train/bedroom/1424244737803677_4550493341845452__008_10215470798319956.jpg,bedroom,train,3
train/bedroom/1107364326101704_3259082634263185__007_10163945608432976.jpg,bedroom,train,3
train/bedroom/125793327613639_3041729622686647__006_4445794115746962.jpg,bedroom,train,3
train/bedroom/1532036997126363_4263293160667386__008_10244791810637080.jpg,bedroom,train,4
train/bedroom/137474916300778_26670775419210700__003_10242431841591396.jpg,bedroom,train,2
train/bedroom/1492833544374932_4495300957461494__006_10234329355117083.jpg,bedroom,train,3
train/bedroom/1644120495892745_3942940512677387__007_10164017865711168.jpg,bedroom,train,1
train/bedroom/1087635731246729_27475120985404844__002_10238199747986924.jpg,bedroom,train,2
train/bedroom/1424244737803677_4567561516805301__006_27055178847470890.jpg,bedroom,train,3
train/bedroom/1658210834462300_4478943369055685__007_2753084558389302.jpg,bedroom,train,3
train/bedroom/115046608513246_36046487078275744__004_10163111210574157.jpg,bedroom,train,2
train/bedroom/162570224559186_2189655278517327__003_122122095867235415.jpg,bedroom,train,3
train/bedroom/115046608513246_35935525596038560__005_26927845006834558.jpg,bedroom,train,4
train/bedroom/1692162830827333_26813915074892095__004_26691363160480125.jpg,bedroom,train,2
train/bedroom/1369521363409648_2773890779639359__008_2568315930290858.jpg,bedroom,train,4
train/bedroom/167401334126918_2013632812837085__006_26821823424104992.jpg,bedroom,train,2
train/bedroom/1658210834462300_4475125892770766__006_122166907526848572.jpg,bedroom,train,5
train/bedroom/1446203822077011_27370426845894687__006_1715375636135610.jpg,bedroom,train,2
train/bedroom/1308193765888197_35938824852398313__005_10242952978624328.jpg,bedroom,train,4
train/bedroom/1109406492459598_27039801598993399__004_10236785642133029.jpg,bedroom,train,4
train/bedroom/131650282168271_1336473421685945__006_975329821779161.jpg,bedroom,train,3
train/bedroom/131650282168271_1330786935587927__001_1330786935587927.jpg,bedroom,train,2
train/bedroom/1665284003691199_4435766676642904__004_27119342504318824.jpg,bedroom,train,2
train/bedroom/125793327613639_3044361815756761__008_2279884939207655.jpg,bedroom,train,2
train/bedroom/1485565508385836_4373580446250980__006_27568442356072857.jpg,bedroom,train,3
train/bedroom/1692162830827333_27049125798037687__007_27000170599599707.jpg,bedroom,train,3
train/bedroom/1592420637729022_3954785821492480__011_10243965784307927.jpg,bedroom,train,3
train/bedroom/1697699190534876_3930364087268364__006_122132713419160807.jpg,bedroom,train,2
train/bedroom/162570224559186_2197315904417931__006_27235119062752727.jpg,bedroom,train,2
train/bedroom/1108075092683422_3614165168741056__008_36480420108211839.jpg,bedroom,train,4
train/bedroom/126295760730491_27781246941475334__004_1441375707729618.jpg,bedroom,train,5
train/bedroom/1692162830827333_26845608621722740__011_35301782372769655.jpg,bedroom,train,3
train/bedroom/1569279603190851_26522015130823953__006_10244469682463429.jpg,bedroom,train,4
train/bedroom/126295760730491_27937618089171551__004_28021396034116164.jpg,bedroom,train,3
train/bedroom/126295760730491_27939708758962484__009_10225640143348832.jpg,bedroom,train,4
train/bedroom/131650282168271_1332092588790695__007_27199062346354118.jpg,bedroom,train,3
train/bedroom/109471915759582_36029384866674832__001_36029384866674832.jpg,bedroom,train,1
train/bedroom/1578259502584829_2452274515183319__004_1969297257011199.jpg,bedroom,train,5
train/bedroom/1394256424177525_4362605130675958__002_26661888180134642.jpg,bedroom,train,2
train/bedroom/115046608513246_35932187593039027__003_35711607685121604.jpg,bedroom,train,3
train/bedroom/1121067317909873_27938991749024066__005_2614437145642609.jpg,bedroom,train,3
train/bedroom/1665284003691199_4439469182939320__008_1811602226478427.jpg,bedroom,train,4
train/bedroom/1480733602056021_26603137666055601__001_3418287221678816.jpg,bedroom,train,3
train/bedroom/167401334126918_2013689676164732__003_1469760491566271.jpg,bedroom,train,3
train/bedroom/1374467126144215_4391859614404936__006_27980083068247993.jpg,bedroom,train,4
train/bedroom/167401334126918_2014756109391422__005_1601749161959339.jpg,bedroom,train,4
train/bedroom/1109406492459598_27186236754349882__004_27276171268634664.jpg,bedroom,train,3
train/bedroom/1374467126144215_4391476421109922__006_27049800277970197.jpg,bedroom,train,3
train/bedroom/162570224559186_2188251958657659__009_26895182400169976.jpg,bedroom,train,3
train/bedroom/1592420637729022_3952841951686867__011_26799865173039923.jpg,bedroom,train,2
train/bedroom/1480733602056021_26591151937254174__001_26591151937254174.jpg,bedroom,train,3
train/bedroom/131650282168271_1325073679492586__001_1325073679492586.jpg,bedroom,train,1
train/bedroom/1592420637729022_3953736091597453__004_10226542305098500.jpg,bedroom,train,3
train/bedroom/1569279603190851_26418018501223617__006_1795022591944042.jpg,bedroom,train,3
train/bedroom/125793327613639_3039840112875598__004_10237903481425155.jpg,bedroom,train,4
train/bedroom/1308193765888197_35917002767913855__008_10162828620648365.jpg,bedroom,train,5
train/bedroom/128182133878732_27220566984213547__006_27255014270751314.jpg,bedroom,train,1
train/bedroom/1444861819075775_4442874739274453__008_26705831685779102.jpg,bedroom,train,3
train/bedroom/1029345667543954_2388706674941173__011_27422515213999948.jpg,bedroom,train,3
train/bedroom/1569279603190851_26604211762604289__005_1807893667323601.jpg,bedroom,train,3
train/bedroom/111163552234056_27731209399802766__006_10242238698924907.jpg,bedroom,train,2
train/bedroom/131650282168271_1327529519247002__001_1327529519247002.jpg,bedroom,train,3
train/bedroom/1697699190534876_3925975097707263__006_3492485317584768.jpg,bedroom,train,5
train/bedroom/167401334126918_2013357362864630__005_122189890094592014.jpg,bedroom,train,4
train/bedroom/1333924010089214_3469801236501470__006_2774311872917691.jpg,bedroom,train,3
train/bedroom/1108280606220345_2680873152294408__004_1339502858366043.jpg,bedroom,train,4
train/bedroom/1658210834462300_4482291432054212__006_4448525088756799.jpg,bedroom,train,4
train/bedroom/1374467126144215_4388770154713882__005_10165474266184691.jpg,bedroom,train,3
train/bedroom/1302750086537790_4238063643006405__005_26452705981091661.jpg,bedroom,val,3
train/bedroom/1574044329492258_4562691843960810__011_26658299893790979.jpg,bedroom,val,3
train/bedroom/1574044329492258_4573173499579311__005_10164145231076797.jpg,bedroom,val,5
train/bedroom/1029345667543954_2383698475441993__009_10164459203109382.jpg,bedroom,val,2
train/bedroom/140974480089370_2200604110793053__004_26725485583818128.jpg,bedroom,val,2
train/bedroom/151351752255977_1993564021368065__003_27716217511331642.jpg,bedroom,val,1
train/bedroom/1591401697779759_4238973239689245__006_2726427777724596.jpg,bedroom,val,1
train/bedroom/131650282168271_1327271119272842__002_1530057811886050.jpg,bedroom,val,3
train/bedroom/109471915759582_35920056784274308__003_27198797919715260.jpg,bedroom,val,1
train/bedroom/1424244737803677_4554410591453727__003_10234909160889440.jpg,bedroom,val,3
train/bedroom/1394256424177525_4356699611266510__002_26589997060657088.jpg,bedroom,val,2
train/bedroom/1308193765888197_36043829438564520__008_10163223014313505.jpg,bedroom,val,3
train/bedroom/167401334126918_2017800962420270__002_7969212693099334.jpg,bedroom,val,3
train/bedroom/131650282168271_1338567298143224__007_10162407510470356.jpg,bedroom,val,1
train/bedroom/1692162830827333_26916963447920590__007_1650252206210241.jpg,bedroom,val,3
train/bedroom/151351752255977_1992834664774334__005_36488017250797773.jpg,bedroom,val,4
train/bedroom/101875683484689_2908415546164008__002_10164236109133550.jpg,bedroom,val,4
train/bedroom/1369521363409648_2785191515175952__008_27713381924929594.jpg,bedroom,val,4
train/bedroom/133922880497171_2055549688334471__002_27026488813655992.jpg,bedroom,val,3
train/bedroom/141224653236180_1854415231917105__003_10164154305800269.jpg,bedroom,val,2
train/bedroom/109471915759582_35856982970581690__003_10164103525544704.jpg,bedroom,val,3
train/bedroom/108387882545483_27050593644564875__001_27050593644564875.jpg,bedroom,val,3
train/bedroom/1108075092683422_3625615607596012__003_27065228513094370.jpg,bedroom,val,3
train/bedroom/1480733602056021_26627911376911563__006_2247436326008882.jpg,bedroom,val,3
train/bedroom/1665284003691199_4437006969852208__005_1689880165337985.jpg,bedroom,val,2
train/bedroom/1333924010089214_3478658228949104__005_27584671941133477.jpg,bedroom,val,2
train/bedroom/1388421434704191_4282575601955412__006_2270128083791981.jpg,bedroom,val,2
train/bedroom/110907419268500_2730790010613548__004_2278475996015216.jpg,bedroom,val,2
train/bedroom/1509783812615243_4389483037978625__009_122268136148153565.jpg,bedroom,val,3
train/bedroom/109471915759582_35859548583658462__004_10242239875110782.jpg,bedroom,val,3
train/bedroom/1308193765888197_36047981204816010__007_10163223955598505.jpg,bedroom,val,3
train/bedroom/1591401697779759_4252313331688569__002_26327845706893719.jpg,bedroom,val,3
train/bedroom/140974480089370_2198827054304092__008_26856788604015578.jpg,bedroom,val,3
train/bedroom/1308193765888197_36040801005534030__005_1565443485582036.jpg,bedroom,val,4
train/bedroom/1333924010089214_3463778050437122__006_27871905302409338.jpg,bedroom,val,2
train/bedroom/1592420637729022_3961043240866738__012_10164911231353010.jpg,bedroom,val,3
train/bedroom/126295760730491_27992923493641010__005_28076885491900551.jpg,bedroom,val,3
train/bedroom/1592420637729022_3959087121062350__010_10164902435173010.jpg,bedroom,val,3
train/bedroom/1383397445076108_26947066978282470__001_3418287221678816.jpg,bedroom,val,3
train/bedroom/1333924010089214_3478658228949104__006_27584671894466815.jpg,bedroom,val,2
train/building_exterior/1308193765888197_35934891152791683__001_35934891152791683.jpg,building_exterior,train,4
train/building_exterior/1578259502584829_2455206744890096__001_2455206744890096.jpg,building_exterior,train,5
train/building_exterior/1131541966889617_27025952463688546__004_1895863714433670.jpg,building_exterior,train,5
train/building_exterior/1308193765888197_35962483203365811__001_35962483203365811.jpg,building_exterior,train,4
train/building_exterior/1592420637729022_3948537168784012__001_25887989120875827.jpg,building_exterior,train,5
train/building_exterior/1446203822077011_27366224692981569__002_10234619280435603.jpg,building_exterior,train,5
train/building_exterior/140974480089370_2199857374201060__001_2199857374201060.jpg,building_exterior,train,5
train/building_exterior/1569279603190851_26590298730662259__008_1686467542602190.jpg,building_exterior,train,5
train/building_exterior/109471915759582_35859118830368104__001_35859118830368104.jpg,building_exterior,train,4
train/building_exterior/1692162830827333_27030256209924646__003_27251982384397578.jpg,building_exterior,train,4
train/building_exterior/1592420637729022_3956939041277158__001_3956939041277158.jpg,building_exterior,train,5
train/building_exterior/1509783812615243_4388916864701909__002_122140062171029295.jpg,building_exterior,train,4
train/building_exterior/1374467126144215_4393418784249019__009_27212440251715114.jpg,building_exterior,train,2
train/building_exterior/1333924010089214_3477361759078751__005_36738918242374204.jpg,building_exterior,train,4
train/building_exterior/1302750086537790_4243241139155322__003_122100055736588497.jpg,building_exterior,train,5
train/building_exterior/140974480089370_2200483184138479__004_1638264184576175.jpg,building_exterior,train,5
train/building_exterior/167401334126918_2019677428899290__001_122190331298425575.jpg,building_exterior,train,5
train/building_exterior/1692162830827333_26941887755428159__004_2062199297807174.jpg,building_exterior,train,5
train/building_exterior/1383397445076108_26883154228007079__003_122123437539164529.jpg,building_exterior,train,5
train/building_exterior/1578259502584829_2452227301854707__003_1816904595948190.jpg,building_exterior,train,3
train/building_exterior/1374467126144215_4384639071793657__001_10167843220448747.jpg,building_exterior,train,5
train/building_exterior/1308193765888197_35921208734159925__007_26982598078026041.jpg,building_exterior,train,4
train/building_exterior/1302750086537790_4243188742493895__002_122100049718588497.jpg,building_exterior,train,4
train/building_exterior/1446203822077011_27306193178984721__008_10238474665119164.jpg,building_exterior,train,4
train/building_exterior/1117824112816877_1677456180186998__004_2121750831941092.jpg,building_exterior,train,3
train/building_exterior/1109406492459598_27060424450264447__001_27060424450264447.jpg,building_exterior,train,4
train/building_exterior/1644120495892745_3949880451983393__001_3949880451983393.jpg,building_exterior,train,5
train/building_exterior/1029345667543954_2389591628186011__009_122170290944908145.jpg,building_exterior,train,5
train/building_exterior/1250686224969130_26790937707183964__008_10242826108253962.jpg,building_exterior,train,5
train/building_exterior/109471915759582_35969631389316847__002_2054848642155698.jpg,building_exterior,train,4
train/building_exterior/1383397445076108_26954661140856387__001_2054608078792874.jpg,building_exterior,train,5
train/building_exterior/1692162830827333_26858868887063380__001_26858868887063380.jpg,building_exterior,train,5
train/building_exterior/1374467126144215_4390519544538943__007_27038613035755588.jpg,building_exterior,train,5
train/building_exterior/1564067761059184_2170552167077404__010_2822181618125351.jpg,building_exterior,train,4
train/building_exterior/1592420637729022_3954785898159139__001_3954785898159139.jpg,building_exterior,train,5
train/building_exterior/1308193765888197_36044818038465660__001_36044818038465660.jpg,building_exterior,train,5
train/building_exterior/1308193765888197_36065526939728103__001_36065526939728103.jpg,building_exterior,train,5
train/building_exterior/140974480089370_2199115284275269__008_27003566399239266.jpg,building_exterior,train,5
train/building_exterior/128182133878732_27373553645581546__001_27373553645581546.jpg,building_exterior,train,3
train/building_exterior/1117824112816877_1677343036864979__001_725044274030380.jpg,building_exterior,train,4
train/building_exterior/1644120495892745_3944856285819143__002_10164581902805859.jpg,building_exterior,train,5
train/building_exterior/167401334126918_2011949586338741__005_1274937304840993.jpg,building_exterior,train,4
train/building_exterior/1308193765888197_35942142388733226__001_35942142388733226.jpg,building_exterior,train,5
train/building_exterior/1308193765888197_36041035452177252__001_36041035452177252.jpg,building_exterior,train,5
train/building_exterior/1446203822077011_27392054740398564__001_1003302998810802.jpg,building_exterior,train,5
train/building_exterior/1644120495892745_3944305065874265__004_35370914869221792.jpg,building_exterior,train,5
train/building_exterior/162570224559186_2187302052085983__001_2187302052085983.jpg,building_exterior,train,5
train/building_exterior/1658210834462300_4474737552809600__012_10216067629159506.jpg,building_exterior,train,4
train/building_exterior/1644120495892745_3945218715782900__008_35393552263624719.jpg,building_exterior,train,4
train/building_exterior/1692162830827333_26921632247453710__004_10101306446842560.jpg,building_exterior,train,5
train/building_exterior/1100386826745670_27311751208515874__005_2455517764908332.jpg,building_exterior,train,3
train/building_exterior/1108280606220345_2678901375824919__002_956058734098929.jpg,building_exterior,train,5
train/building_exterior/141224653236180_1856019625089999__012_945651538341144.jpg,building_exterior,train,4
train/building_exterior/1029345667543954_2386013941877113__001_2386013941877113.jpg,building_exterior,train,5
train/building_exterior/1109406492459598_27121096460863912__007_26719275804388002.jpg,building_exterior,train,4
train/building_exterior/162570224559186_2188408895308632__002_957681450358009.jpg,building_exterior,train,5
train/building_exterior/1692162830827333_26978871515063116__011_2474184276344103.jpg,building_exterior,train,5
train/building_exterior/1697699190534876_3932975937007179__006_10225380856266886.jpg,building_exterior,train,5
train/building_exterior/1564067761059184_2155167581949196__008_2804676976542482.jpg,building_exterior,train,4
train/building_exterior/1131541966889617_26938760092407784__001_26938760092407784.jpg,building_exterior,train,4
train/building_exterior/1109406492459598_27058355087138050__006_10243123937696616.jpg,building_exterior,train,5
train/building_exterior/1108075092683422_3617644771726429__007_27729826149939495.jpg,building_exterior,train,1
train/building_exterior/111163552234056_27895891600001211__001_27895891600001211.jpg,building_exterior,train,5
train/building_exterior/1293017504164975_4081159115350786__004_122247794570089732.jpg,building_exterior,train,3
train/building_exterior/1108280606220345_2687145081667215__004_26930020933334845.jpg,building_exterior,train,5
train/building_exterior/1369521363409648_2783881561973614__003_35776573275290364.jpg,building_exterior,train,5
train/building_exterior/1131541966889617_26900821182868342__004_1887876121899096.jpg,building_exterior,train,4
train/building_exterior/167401334126918_2012068436326856__001_2012068436326856.jpg,building_exterior,train,5
train/building_exterior/1444861819075775_4437564716472122__005_27260913056848077.jpg,building_exterior,train,5
train/building_exterior/1108280606220345_2685560305159026__001_2685560305159026.jpg,building_exterior,train,5
train/building_exterior/1117824112816877_1677481633517786__003_2489614801460525.jpg,building_exterior,train,4
train/building_exterior/1692162830827333_27034573859492881__001_27034573859492881.jpg,building_exterior,train,5
train/building_exterior/1692162830827333_26915402438076691__001_26915402438076691.jpg,building_exterior,train,4
train/building_exterior/132807117125395_2249407425465343__001_2249407425465343.jpg,building_exterior,train,4
train/building_exterior/167401334126918_2013201536213546__006_26732996006365732.jpg,building_exterior,train,4
train/building_exterior/1383397445076108_26892377380418097__011_10165225555586079.jpg,building_exterior,train,4
train/building_exterior/151351752255977_2005810700143397__001_2005810700143397.jpg,building_exterior,train,4
train/building_exterior/1444861819075775_4443806575847936__005_27175826232041818.jpg,building_exterior,train,5
train/building_exterior/1592420637729022_3951248445179551__001_3951248445179551.jpg,building_exterior,train,5
train/building_exterior/1308193765888197_36085465454400918__001_36085465454400918.jpg,building_exterior,train,5
train/building_exterior/1692162830827333_27011047235178877__002_2428519690999156.jpg,building_exterior,train,4
train/building_exterior/1108075092683422_3620355881455318__001_1738647837291351.jpg,building_exterior,train,5
train/building_exterior/108387882545483_27067861992838040__005_4358448847818214.jpg,building_exterior,train,4
train/building_exterior/125793327613639_3041426279383648__003_1568693511933567.jpg,building_exterior,train,4
train/building_exterior/109471915759582_35918282821118371__004_10242277606774050.jpg,building_exterior,train,4
train/building_exterior/108387882545483_27179506068340298__010_26726806496961074.jpg,building_exterior,train,4
train/building_exterior/1293017504164975_4087117434754954__006_26838966942440245.jpg,building_exterior,train,4
train/building_exterior/1374467126144215_4380541295536768__003_3516116315228858.jpg,building_exterior,train,5
train/building_exterior/1302750086537790_4240409676105135__005_1542022777493395.jpg,building_exterior,train,5
train/building_exterior/1658210834462300_4490304914586197__003_10164161905618396.jpg,building_exterior,train,3
train/building_exterior/167401334126918_2014480122752354__001_2014480122752354.jpg,building_exterior,train,4
train/building_exterior/1532036997126363_4250296058633763__002_10164524325119206.jpg,building_exterior,train,4
train/building_exterior/1444861819075775_4435914776637116__001_4435914776637116.jpg,building_exterior,train,4
train/building_exterior/1100386826745670_27162853633405633__003_4385320591744224.jpg,building_exterior,train,5
train/building_exterior/1444861819075775_4444251292470131__006_10238903011327476.jpg,building_exterior,train,5
train/building_exterior/137474916300778_26693688223586086__002_957813743879492.jpg,building_exterior,train,5
train/building_exterior/133922880497171_2059708854585221__001_1713934372941069.jpg,building_exterior,train,5
train/building_exterior/141224653236180_1866464444045517__005_35792920053685949.jpg,building_exterior,train,5
train/building_exterior/1644120495892745_3950247305280041__006_26577681148526912.jpg,building_exterior,train,3
train/building_exterior/109471915759582_36117998444480140__010_27246433141628070.jpg,building_exterior,train,5
train/building_exterior/1658210834462300_4490349257915096__005_10164162061058396.jpg,building_exterior,train,4
train/building_exterior/1250686224969130_26773235348954200__008_10242806474443129.jpg,building_exterior,train,5
train/building_exterior/1592420637729022_3960505390920523__001_3960505390920523.jpg,building_exterior,train,5
train/building_exterior/140974480089370_2198756224311175__006_122128371183039564.jpg,building_exterior,train,5
train/building_exterior/1374467126144215_4385361221721442__006_26972115745738651.jpg,building_exterior,train,4
train/building_exterior/1108075092683422_3626469267510646__001_3626469267510646.jpg,building_exterior,train,5
train/building_exterior/1564067761059184_2166104474188840__002_1565932628875397.jpg,building_exterior,train,5
train/building_exterior/1692162830827333_26957436757206592__004_1778016483521515.jpg,building_exterior,train,5
train/building_exterior/1509783812615243_4389578851302377__001_4389578851302377.jpg,building_exterior,train,4
train/building_exterior/1131541966889617_26987375964212863__004_1893465854673456.jpg,building_exterior,train,5
train/building_exterior/141871259895640_2159763034773109__001_4435857353399458.jpg,building_exterior,train,3
train/building_exterior/1131541966889617_26902762479340879__003_1887997095220332.jpg,building_exterior,train,4
train/building_exterior/1532036997126363_4252611005068935__002_26810983368540702.jpg,building_exterior,train,1
train/building_exterior/108387882545483_27147787851512120__002_10237965663274955.jpg,building_exterior,train,5
train/building_exterior/1644120495892745_3945301835774588__005_27390838663851295.jpg,building_exterior,train,4
train/building_exterior/1121082361306682_26885555751099323__007_10164410099729828.jpg,building_exterior,train,4
train/building_exterior/1692162830827333_27018890904394510__001_27018890904394510.jpg,building_exterior,train,5
train/building_exterior/108387882545483_27207316342225937__003_4369553200041112.jpg,building_exterior,train,3
train/building_exterior/1308193765888197_36018116177802513__004_122266425134177389.jpg,building_exterior,train,5
train/building_exterior/141224653236180_1856736851684943__001_1856736851684943.jpg,building_exterior,train,5
train/building_exterior/1532036997126363_4259623157701053__001_1007385935356460.jpg,building_exterior,train,5
train/building_exterior/1592420637729022_3956885957949133__003_10226569308893578.jpg,building_exterior,train,4
train/building_exterior/125793327613639_3042486735944269__004_2154924575352437.jpg,building_exterior,train,4
train/building_exterior/137474916300778_26673389482282627__002_1240686107895965.jpg,building_exterior,train,4
train/building_exterior/1131541966889617_26938760092407784__005_1890534358299939.jpg,building_exterior,train,4
train/building_exterior/1569279603190851_26480757471616386__003_10244413000526416.jpg,building_exterior,train,4
train/building_exterior/128182133878732_27374388778831366__007_3356916647823272.jpg,building_exterior,train,3
train/building_exterior/1302750086537790_4237501626395940__011_122175752252746125.jpg,building_exterior,train,4
train/building_exterior/1692162830827333_26941407618809506__001_26941407618809506.jpg,building_exterior,train,5
train/building_exterior/1308193765888197_35911046955176103__007_10233900851691619.jpg,building_exterior,train,4
train/building_exterior/1108075092683422_3622020854622154__005_36649236394663542.jpg,building_exterior,train,4
train/building_exterior/1250686224969130_26891861793758221__006_10226188088688324.jpg,building_exterior,train,3
train/building_exterior/162570224559186_2189720665177455__001_26738465082418130.jpg,building_exterior,train,5
train/building_exterior/1369521363409648_2784703355224768__001_2784703355224768.jpg,building_exterior,train,3
train/building_exterior/1446203822077011_27357240827213289__001_27357240827213289.jpg,building_exterior,train,5
train/building_exterior/162570224559186_2192242681591920__012_27327698846828081.jpg,building_exterior,train,4
train/building_exterior/1446203822077011_27391509543786417__007_1510231084140184.jpg,building_exterior,train,5
train/building_exterior/137474916300778_26730365143251727__001_26730365143251727.jpg,building_exterior,train,3
train/building_exterior/1592420637729022_3953120804992315__001_3953120804992315.jpg,building_exterior,train,5
train/building_exterior/1692162830827333_27024316363851964__002_10233288234764814.jpg,building_exterior,train,5
train/building_exterior/1591401697779759_4243599759226593__008_26143819658626219.jpg,building_exterior,train,4
train/building_exterior/1029345667543954_2386191988525975__001_10238076436263272.jpg,building_exterior,train,5
train/building_exterior/1446203822077011_27311486288455410__005_122275525424157046.jpg,building_exterior,train,4
train/building_exterior/167401334126918_2019118615621838__003_1475562230986097.jpg,building_exterior,train,4
train/building_exterior/1692162830827333_27004601542490113__003_1655990055636456.jpg,building_exterior,train,5
train/building_exterior/111163552234056_27673179902272383__012_27053586894236866.jpg,building_exterior,train,5
train/building_exterior/1692162830827333_26893041183646150__007_1500218925141400.jpg,building_exterior,train,5
train/building_exterior/1444861819075775_4441953939366533__005_3520424941458380.jpg,building_exterior,train,5
train/building_exterior/1578259502584829_2457744307969673__004_1822172168754766.jpg,building_exterior,train,4
train/building_exterior/111163552234056_27717449417845431__001_122265574322181165.jpg,building_exterior,train,5
train/building_exterior/1509783812615243_4389901017936827__006_10162895161618193.jpg,building_exterior,train,5
train/building_exterior/1444861819075775_4435849176643676__001_4435849176643676.jpg,building_exterior,train,5
train/building_exterior/1293017504164975_4080032082130156__007_26976488225280589.jpg,building_exterior,train,4
train/building_exterior/1692162830827333_27005612139055720__003_27226974543565029.jpg,building_exterior,train,4
train/building_exterior/126295760730491_27949354264664600__002_874754398976371.jpg,building_exterior,train,4
train/building_exterior/1175635132590303_3555393424614450__006_1824625975186897.jpg,building_exterior,train,5
train/building_exterior/1394256424177525_4371017316501406__001_35624599140487736.jpg,building_exterior,train,4
train/building_exterior/1592420637729022_3953344414969954__001_3953344414969954.jpg,building_exterior,train,3
train/building_exterior/1444861819075775_4440157659546161__005_2555732708222868.jpg,building_exterior,train,3
train/building_exterior/162570224559186_2189722911843897__005_26436050959326212.jpg,building_exterior,train,5
train/building_exterior/1578259502584829_2456247931452644__003_1589509126513436.jpg,building_exterior,train,5
train/building_exterior/1029345667543954_2385025915309249__001_10164349449994207.jpg,building_exterior,train,4
train/building_exterior/1414853725269536_26916336241361267__001_26916336241361267.jpg,building_exterior,train,4
train/building_exterior/1250686224969130_26812126708398397__005_2065897887601606.jpg,building_exterior,train,5
train/building_exterior/1644120495892745_3953840434920728__001_3953840434920728.jpg,building_exterior,train,5
train/building_exterior/167401334126918_2013052296228470__001_2013052296228470.jpg,building_exterior,train,5
train/building_exterior/167401334126918_2013579782842388__009_2456558441432306.jpg,building_exterior,train,5
train/building_exterior/1697699190534876_3928077894163650__001_3928077894163650.jpg,building_exterior,train,5
train/building_exterior/140974480089370_2198663570987107__007_27362264930033257.jpg,building_exterior,train,5
train/building_exterior/1308193765888197_35940059878941477__007_27429680360005330.jpg,building_exterior,train,5
train/building_exterior/1592420637729022_3947698318867897__005_122175911090924663.jpg,building_exterior,train,4
train/building_exterior/1644120495892745_3942687209369384__010_26707914878901620.jpg,building_exterior,train,5
train/building_exterior/162570224559186_2190214158461439__002_2446913585768750.jpg,building_exterior,train,4
train/building_exterior/1644120495892745_3952658785038893__001_3952658785038893.jpg,building_exterior,train,5
train/building_exterior/1592420637729022_3956409237996805__001_3956409237996805.jpg,building_exterior,train,5
train/building_exterior/1108075092683422_3611520989005474__001_1430509035757494.jpg,building_exterior,train,5
train/building_exterior/1250686224969130_26887983530812714__001_122176524314852307.jpg,building_exterior,train,5
train/building_exterior/1592420637729022_3949685808669148__009_122239492484267328.jpg,building_exterior,train,4
train/building_exterior/1109406492459598_27060125993627626__003_27342557848675358.jpg,building_exterior,train,3
train/building_exterior/1692162830827333_26915120891438179__002_10233192941622545.jpg,building_exterior,train,5
train/building_exterior/1444861819075775_4432248573670403__001_4432248573670403.jpg,building_exterior,train,4
train/building_exterior/1644120495892745_3942493439388761__001_3942493439388761.jpg,building_exterior,train,4
train/building_exterior/1369521363409648_2779110355784068__005_35650869174527442.jpg,building_exterior,train,5
train/building_exterior/1532036997126363_4257457357917633__002_1456406949624514.jpg,building_exterior,train,5
train/building_exterior/1692162830827333_26951509197799348__002_10233227311001758.jpg,building_exterior,train,5
train/building_exterior/111163552234056_27781517171438655__012_1482664630541484.jpg,building_exterior,train,5
train/building_exterior/1108075092683422_3620321651458741__004_1422581303246416.jpg,building_exterior,train,5
train/building_exterior/1109406492459598_27212114028428821__005_36788320790767114.jpg,building_exterior,train,5
train/building_exterior/1121067317909873_27698208519769058__004_10165169194923606.jpg,building_exterior,train,5
train/building_exterior/1108075092683422_3626896234134616__011_1338774341390596.jpg,building_exterior,train,4
train/building_exterior/1131541966889617_26987375964212863__001_26987375964212863.jpg,building_exterior,train,4
train/building_exterior/1383397445076108_26866533043002531__002_10165216076661079.jpg,building_exterior,train,4
train/building_exterior/1308193765888197_36010170375263760__006_10242093692309697.jpg,building_exterior,train,4
train/building_exterior/109471915759582_36114698211476830__001_36114698211476830.jpg,building_exterior,train,4
train/building_exterior/137474916300778_26788828707405370__004_4049607205183649.jpg,building_exterior,train,1
train/building_exterior/128182133878732_27379225935014317__009_3357321234449480.jpg,building_exterior,train,4
train/building_exterior/1697699190534876_3924966621141444__002_10164527092637698.jpg,building_exterior,train,4
train/building_exterior/125793327613639_3041722459354030__003_4359020611049051.jpg,building_exterior,train,3
train/building_exterior/128182133878732_27406523248951252__009_10164130423192731.jpg,building_exterior,train,5
