filepath,room_type,split,condition_score
train/bathroom/1374467126144215_4393590684231829__006_10163029771665098.jpg,bathroom,train,4
train/bathroom/1374467126144215_4393591444231753__007_10163029775365098.jpg,bathroom,train,3
train/bathroom/1374467126144215_4393593827564848__008_10168261103422715.jpg,bathroom,train,2
train/bathroom/1374467126144215_4393593827564848__009_10168261103447715.jpg,bathroom,train,3
train/bathroom/1374467126144215_4393646127559618__009_2939569379717426.jpg,bathroom,train,2
train/bathroom/137474916300778_26672663225688586__009_882454364748764.jpg,bathroom,train,3
train/bathroom/137474916300778_26681364608151781__003_27083134097948092.jpg,bathroom,train,2
train/bathroom/137474916300778_26681364608151781__009_27083134124614756.jpg,bathroom,train,3
train/bathroom/137474916300778_26684026584552250__002_10242449680517358.jpg,bathroom,train,4
train/bathroom/137474916300778_26692780520343523__004_2503404906760650.jpg,bathroom,train,3
train/bathroom/137474916300778_26708101305478111__003_122125961559199147.jpg,bathroom,train,1
train/bathroom/137474916300778_26747978594823715__010_27151530537775114.jpg,bathroom,train,3
train/bathroom/137474916300778_26747978594823715__011_27151530444441790.jpg,bathroom,train,3
train/bathroom/137474916300778_26755003770787864__008_957813783879488.jpg,bathroom,train,2
train/bathroom/1381673142221410_3103321163389924__004_27260553820208863.jpg,bathroom,train,4
train/bathroom/1381673142221410_3105613239827383__008_1707778633733235.jpg,bathroom,train,2
train/bathroom/1381673142221410_3107078269680880__003_1708994006945031.jpg,bathroom,train,2
train/bathroom/1383397445076108_26815879014734601__003_1536843071785449.jpg,bathroom,train,3
train/bathroom/1383397445076108_26816240701365099__001_26816240701365099.jpg,bathroom,train,1
train/bathroom/1383397445076108_26821572090831960__011_26660718536921223.jpg,bathroom,train,3
train/bathroom/1383397445076108_26832795606376275__010_26671850405808036.jpg,bathroom,train,3
train/bathroom/1383397445076108_26832795606376275__011_26671850392474704.jpg,bathroom,train,3
train/bathroom/1383397445076108_26834387876217048__002_122198094596537724.jpg,bathroom,train,2
train/bathroom/1383397445076108_26834387876217048__004_122198094620537724.jpg,bathroom,train,3
train/bathroom/1383397445076108_26854756964180139__007_1579210527542842.jpg,bathroom,train,1
train/bathroom/1383397445076108_26857251470597355__012_1476749523932124.jpg,bathroom,train,1
train/bathroom/1383397445076108_26863020343353801__007_26701757429484000.jpg,bathroom,train,4
train/bathroom/1383397445076108_26863028933352942__008_26701767819482961.jpg,bathroom,train,3
train/bathroom/1383397445076108_26863028933352942__009_26701767779482965.jpg,bathroom,train,2
train/bathroom/1383397445076108_26875326378789864__004_122171940182852107.jpg,bathroom,train,2
train/bathroom/1383397445076108_26877293628593139__006_1503856794866522.jpg,bathroom,train,4
train/bathroom/1383397445076108_26888841707438331__007_3442099409273979.jpg,bathroom,train,3
train/bathroom/1383397445076108_26888998817422620__006_3452634614894943.jpg,bathroom,train,2
train/bathroom/1383397445076108_26889002790755556__008_3450833895075015.jpg,bathroom,train,2
train/bathroom/1383397445076108_26893987193590449__007_35520012827644255.jpg,bathroom,train,3
train/bathroom/1383397445076108_26909458812043287__006_35549344974711040.jpg,bathroom,train,1
train/bathroom/1383397445076108_26934103696245465__006_35596230403355830.jpg,bathroom,train,1
train/bathroom/1383397445076108_26935712022751299__006_35599334599712077.jpg,bathroom,train,2
train/bathroom/1383397445076108_26942118298777338__008_2828143157532132.jpg,bathroom,train,3
train/bathroom/1383397445076108_26945575785098256__006_3463320410493030.jpg,bathroom,train,4
train/bathroom/1383397445076108_26955777880744713__005_4191040837853242.jpg,bathroom,train,3
train/bathroom/1383397445076108_26981544798168021__005_960839586570653.jpg,bathroom,train,1
train/bathroom/1383397445076108_26982727761383058__006_3465692643589140.jpg,bathroom,train,3
train/bathroom/1383397445076108_26982938961361938__008_27087040004264066.jpg,bathroom,train,3
train/bathroom/1383397445076108_26983682361287598__005_1495537922354626.jpg,bathroom,train,3
train/bathroom/1383397445076108_26983714687951032__003_4843674472623611.jpg,bathroom,train,2
train/bathroom/1383397445076108_26985135357808965__006_35693025693676300.jpg,bathroom,train,3
train/bathroom/1383397445076108_26985377257784775__008_35693494300296106.jpg,bathroom,train,1
train/bathroom/1383397445076108_26985458524443315__006_35693657883613081.jpg,bathroom,train,1
train/bathroom/1388421434704191_4274431059436533__004_1492378465931327.jpg,bathroom,train,3
train/bathroom/1388421434704191_4275354946010811__005_10164483099963970.jpg,bathroom,train,2
train/bathroom/1388421434704191_4276478782565094__003_1589138723216774.jpg,bathroom,train,3
train/bathroom/1388421434704191_4281570015389304__005_10244245368728418.jpg,bathroom,train,3
train/bathroom/1388421434704191_4282299155316390__007_10164185238970902.jpg,bathroom,train,3
train/bathroom/1388421434704191_4286316824914623__007_2273612676776855.jpg,bathroom,train,3
train/bathroom/1388421434704191_4287364434809862__005_36600900532830560.jpg,bathroom,train,3
train/bathroom/1394256424177525_4355075828095555__002_122181274424868694.jpg,bathroom,train,1
train/bathroom/1394256424177525_4355075828095555__006_122181274598868694.jpg,bathroom,train,1
train/bathroom/1394256424177525_4358116874458117__005_867239223070432.jpg,bathroom,train,3
train/bathroom/1394256424177525_4360736334196171__002_122181959006868694.jpg,bathroom,train,3
train/bathroom/1394256424177525_4362804397322698__008_122169468986850325.jpg,bathroom,train,2
train/bathroom/1394256424177525_4365767010359770__004_122169801098850325.jpg,bathroom,train,3
train/bathroom/1394256424177525_4367756513494153__003_1572196427802088.jpg,bathroom,train,2
train/bathroom/1394256424177525_4367756513494153__004_1572196487802082.jpg,bathroom,train,1
train/bathroom/1394256424177525_4367756513494153__007_1572196641135400.jpg,bathroom,train,3
train/bathroom/1394256424177525_4367772830159188__012_1575323854156012.jpg,bathroom,train,1
train/bathroom/1394256424177525_4367776550158816__007_1559076435780754.jpg,bathroom,train,3
train/bathroom/1394256424177525_4371116399824831__002_10243858151572158.jpg,bathroom,train,2
train/bathroom/1406864606053059_35256705197308899__003_27336967525910319.jpg,bathroom,train,3
train/bathroom/1409711522615858_4176245939295722__003_2676419759397871.jpg,bathroom,train,2
train/bathroom/1409711522615858_4190932627827053__002_10163156269233450.jpg,bathroom,train,2
train/bathroom/1409711522615858_4190932627827053__003_10163156269358450.jpg,bathroom,train,2
train/bathroom/1409711522615858_4192947150958934__005_26537532219242351.jpg,bathroom,train,2
train/bathroom/1409711522615858_4193440614242921__007_10243367246662353.jpg,bathroom,train,3
train/bathroom/1409711522615858_4193875874199395__004_4396776940594972.jpg,bathroom,train,3
train/bathroom/1409711522615858_4196591870594462__004_27378746281710453.jpg,bathroom,train,1
train/bathroom/1409711522615858_4199170760336573__003_10234428592396824.jpg,bathroom,train,3
train/bathroom/1409711522615858_4201069850146664__005_27059036710380110.jpg,bathroom,train,1
train/bathroom/1409711522615858_4201167906803525__004_26925823800345944.jpg,bathroom,train,3
train/bathroom/1409711522615858_4201387803448202__007_2085363109062225.jpg,bathroom,train,1
train/bathroom/1409711522615858_4202007893386193__005_10226723850961244.jpg,bathroom,train,1
train/bathroom/1409711522615858_4203386693248313__002_26808727938747378.jpg,bathroom,train,1
train/bathroom/1409711522615858_4203386693248313__004_26808729635413875.jpg,bathroom,train,2
train/bathroom/1409711522615858_4204096239844025__002_27171874472405683.jpg,bathroom,train,2
train/bathroom/1409711522615858_4214417365478579__007_35848692998112511.jpg,bathroom,train,2
train/bathroom/1409711522615858_4214417365478579__010_35848693044779173.jpg,bathroom,train,3
train/bathroom/1409711522615858_4214988365421479__001_4214988365421479.jpg,bathroom,train,1
train/bathroom/1409711522615858_4214988365421479__010_26976714178611761.jpg,bathroom,train,1
train/bathroom/1409711522615858_4216170811969901__003_26813690558296722.jpg,bathroom,train,2
train/bathroom/1409711522615858_4216430381943944__006_27199642886298643.jpg,bathroom,train,1
train/bathroom/1409711522615858_4217008578552791__005_10232185144075820.jpg,bathroom,train,1
train/bathroom/1409711522615858_4217827828470866__007_3468335853343896.jpg,bathroom,train,3
train/bathroom/1409711522615858_4217910901795892__003_26277764605235215.jpg,bathroom,train,3
train/bathroom/140974480089370_2198543214332476__005_4561190300793376.jpg,bathroom,train,2
train/bathroom/140974480089370_2198682287651902__010_4452064148373111.jpg,bathroom,train,4
train/bathroom/140974480089370_2198703180983146__008_2793430081005870.jpg,bathroom,train,4
train/bathroom/140974480089370_2198720590981405__001_2198720590981405.jpg,bathroom,train,3
train/bathroom/140974480089370_2198726944314103__006_26830499746613088.jpg,bathroom,train,3
train/bathroom/140974480089370_2198732280980236__010_4365850953560205.jpg,bathroom,train,2
train/bathroom/140974480089370_2198765554310242__005_1416662610502131.jpg,bathroom,train,3
train/bathroom/140974480089370_2198794994307298__007_27325080697085381.jpg,bathroom,train,3
train/bathroom/140974480089370_2198850657635065__007_122126385693190774.jpg,bathroom,train,4
train/bathroom/140974480089370_2198906930962771__001_1003656025353855.jpg,bathroom,train,4
train/bathroom/140974480089370_2199049600948504__004_3126668147540453.jpg,bathroom,train,3
train/bathroom/140974480089370_2199084164278381__006_122173453514861950.jpg,bathroom,train,2
train/bathroom/140974480089370_2199100117610119__010_26860595033634935.jpg,bathroom,train,5
train/bathroom/140974480089370_2199376970915767__006_27934941566096532.jpg,bathroom,train,3
train/bathroom/140974480089370_2199463344240463__007_26708889005477786.jpg,bathroom,train,3
train/bathroom/140974480089370_2199499287570202__004_1701278181054689.jpg,bathroom,train,4
train/bathroom/140974480089370_2199541430899321__004_10238436360760489.jpg,bathroom,train,2
train/bathroom/140974480089370_2199571777562953__006_1701341037715070.jpg,bathroom,train,4
train/bathroom/140974480089370_2199606014226196__009_27417206594546680.jpg,bathroom,train,4
train/bathroom/140974480089370_2199606014226196__011_27417207751213231.jpg,bathroom,train,3
train/bathroom/140974480089370_2199629820890482__006_4269494893317082.jpg,bathroom,train,4
train/bathroom/140974480089370_2199629820890482__007_4269494603317111.jpg,bathroom,train,4
train/bathroom/140974480089370_2199685474218250__004_3127495820791019.jpg,bathroom,train,3
train/bathroom/140974480089370_2199705634216234__005_4367245590087408.jpg,bathroom,train,1
train/bathroom/140974480089370_2199812494205548__006_3127652730775328.jpg,bathroom,train,5
train/bathroom/140974480089370_2199902830863181__002_1515935656902378.jpg,bathroom,train,2
train/bathroom/140974480089370_2200253570828107__005_4370351469906315.jpg,bathroom,train,4
train/bathroom/140974480089370_2200288014157996__011_10230648784153366.jpg,bathroom,train,5
train/bathroom/140974480089370_2200403687479762__007_26722771534089533.jpg,bathroom,train,4
train/bathroom/140974480089370_2200456557474475__003_4074667899354718.jpg,bathroom,train,4
train/bathroom/140974480089370_2200510287469102__008_27389124544013962.jpg,bathroom,train,3
train/bathroom/140974480089370_2200551247465006__005_122193778862400293.jpg,bathroom,train,3
train/bathroom/140974480089370_2200564654130332__004_27465019699762273.jpg,bathroom,train,4
train/bathroom/140974480089370_2200607547459376__003_27265061873120072.jpg,bathroom,train,5
train/bathroom/140974480089370_2200858440767620__008_4371014299840032.jpg,bathroom,train,3
train/bathroom/141224653236180_1857733844918577__002_947470961492535.jpg,bathroom,train,3
train/bathroom/141224653236180_1860226024669359__006_10164441502344284.jpg,bathroom,train,2
train/bathroom/141224653236180_1867393770619251__007_122355155054005770.jpg,bathroom,train,5
train/bathroom/1414853725269536_26875995918728633__010_2563137987475319.jpg,bathroom,train,3
train/bathroom/1414853725269536_26884098641251694__003_10231290040095034.jpg,bathroom,train,3
train/bathroom/1414853725269536_26888226884172203__005_2564263360696115.jpg,bathroom,train,3
train/bathroom/1414853725269536_26888226884172203__006_2564263387362779.jpg,bathroom,train,2
train/bathroom/1414853725269536_26889470130714545__005_3173587472812501.jpg,bathroom,train,2
train/bathroom/1414853725269536_26893459270315631__004_10238651071248828.jpg,bathroom,train,4
train/bathroom/1414853725269536_26895722856755939__008_2564942187294899.jpg,bathroom,train,4
train/bathroom/1414853725269536_26959826150345609__002_2763825403973056.jpg,bathroom,train,2
train/bathroom/1414853725269536_26966522253009332__007_10164434218799456.jpg,bathroom,train,1
train/bathroom/1414853725269536_26977841368544087__006_27024154303863859.jpg,bathroom,train,2
train/bathroom/1414853725269536_27019978720997018__005_2044507639800689.jpg,bathroom,train,3
train/bathroom/1414853725269536_27028371506824406__004_10236295390738088.jpg,bathroom,train,1
train/bathroom/1414853725269536_27049858651342358__002_2475948332819047.jpg,bathroom,train,2
train/bathroom/1414853725269536_27050040214657535__012_1711064473642147.jpg,bathroom,train,3
train/bathroom/1414853725269536_27068766582784898__005_2974190616306223.jpg,bathroom,train,3
train/bathroom/1414853725269536_27068766582784898__006_2974190682972883.jpg,bathroom,train,3
train/bathroom/1414853725269536_27086755097652713__005_10239896355202194.jpg,bathroom,train,4
train/bathroom/1414853725269536_27094842870177269__004_36980595251539596.jpg,bathroom,train,1
train/bathroom/1414853725269536_27094842870177269__005_36980596394872815.jpg,bathroom,train,2
train/bathroom/1414853725269536_27096348690026687__006_10237108728451936.jpg,bathroom,train,5
train/bathroom/1414853725269536_7352994761455373__002_10227063222739658.jpg,bathroom,train,1
train/bathroom/1414853725269536_9304940602927436__007_10161698173613037.jpg,bathroom,train,1
train/bathroom/141600959022510_820617567787509__002_10164711010842996.jpg,bathroom,train,1
train/bathroom/141600959022510_823737740808825__004_27314500748142206.jpg,bathroom,train,3
train/bathroom/141600959022510_825367767312489__006_122248361300263139.jpg,bathroom,train,3
train/bathroom/141600959022510_825562793959653__006_1498916552237612.jpg,bathroom,train,3
train/bathroom/141600959022510_831679113348021__004_122209811948301636.jpg,bathroom,train,2
train/bathroom/1424244737803677_4545946032300183__007_976216514895812.jpg,bathroom,train,3
train/bathroom/1424244737803677_4548145272080259__007_10238880115373590.jpg,bathroom,train,1
train/bathroom/1424244737803677_4549125731982213__006_1664627584879495.jpg,bathroom,train,3
train/bathroom/1424244737803677_4549584645269655__003_26956742433962453.jpg,bathroom,train,2
train/bathroom/1424244737803677_4549657578595695__008_10240343452300594.jpg,bathroom,train,2
train/bathroom/1424244737803677_4550052845222835__006_4485868788401738.jpg,bathroom,train,2
train/bathroom/1424244737803677_4550486865179433__003_10242900522279547.jpg,bathroom,train,3
train/bathroom/1424244737803677_4550598148501638__002_10164071338889393.jpg,bathroom,train,5
train/bathroom/1424244737803677_4551047525123367__006_10236138696862028.jpg,bathroom,train,2
train/bathroom/1424244737803677_4551073801787406__009_1981017519967152.jpg,bathroom,train,2
train/bathroom/1424244737803677_4551455281749258__009_1981388456596725.jpg,bathroom,train,2
train/bathroom/1424244737803677_4552222008339252__001_4552222008339252.jpg,bathroom,train,3
train/bathroom/1424244737803677_4552370278324425__005_3976664065797625.jpg,bathroom,train,1
train/bathroom/1424244737803677_4552393058322147__008_10238929036637738.jpg,bathroom,train,3
train/bathroom/1424244737803677_4553015484926571__009_1982746326460938.jpg,bathroom,train,2
train/bathroom/1424244737803677_4553040101590776__003_26854874087535612.jpg,bathroom,train,2
train/bathroom/1424244737803677_4553094911585295__001_4553094911585295.jpg,bathroom,train,4
train/bathroom/1424244737803677_4553400708221382__003_26859267807096240.jpg,bathroom,train,2
train/bathroom/1424244737803677_4553400708221382__004_26859268203762867.jpg,bathroom,train,2
train/bathroom/1424244737803677_4554005048160948__008_10231061344989370.jpg,bathroom,train,2
train/bathroom/1424244737803677_4554038564824263__009_1983616146373956.jpg,bathroom,train,2
train/bathroom/1424244737803677_4554144541480332__002_10164247585429190.jpg,bathroom,train,2
train/bathroom/1424244737803677_4554410591453727__007_10234909163889515.jpg,bathroom,train,2
train/bathroom/1424244737803677_4554490384779081__004_28664458066475067.jpg,bathroom,train,5
train/bathroom/1424244737803677_4555018964726223__009_10230334797894028.jpg,bathroom,train,3
train/bathroom/1424244737803677_4555207894707330__001_4555207894707330.jpg,bathroom,train,2
train/bathroom/1424244737803677_4555273741367412__005_982142940934754.jpg,bathroom,train,3
train/bathroom/1424244737803677_4555520758009377__002_27227483253502065.jpg,bathroom,train,2
train/bathroom/1424244737803677_4556053357956117__003_28684847181102822.jpg,bathroom,train,5
train/bathroom/1424244737803677_4556382057923247__006_4643585922535661.jpg,bathroom,train,3
train/bathroom/1424244737803677_4556426757918777__002_10174337088840117.jpg,bathroom,train,4
train/bathroom/1424244737803677_4556426757918777__003_10174337089075117.jpg,bathroom,train,4
train/bathroom/1424244737803677_4557099521184834__002_984016227896954.jpg,bathroom,train,4
train/bathroom/1424244737803677_4557133231181463__004_10234195001796028.jpg,bathroom,train,2
train/bathroom/1424244737803677_4558661461028640__004_10163648137344404.jpg,bathroom,train,3
train/bathroom/1424244737803677_4559141387647314__010_36669305959326877.jpg,bathroom,train,2
train/bathroom/1424244737803677_4559142717647181__003_10234824447900583.jpg,bathroom,train,2
train/bathroom/1424244737803677_4560372057524247__005_10165529986475449.jpg,bathroom,train,2
train/bathroom/1424244737803677_4561018344126285__007_2534717886984170.jpg,bathroom,train,3
train/bathroom/1424244737803677_4561338830760903__007_2051663008747872.jpg,bathroom,train,2
train/bathroom/1424244737803677_4561609177400535__002_10163111191599157.jpg,bathroom,train,2
train/bathroom/1424244737803677_4561697640725022__003_10237679597482475.jpg,bathroom,train,3
train/bathroom/1424244737803677_4562102484017871__008_27327795306827874.jpg,bathroom,train,3
train/bathroom/1424244737803677_4563350910559695__006_10239343967111264.jpg,bathroom,train,3
train/bathroom/1424244737803677_4564601110434675__009_10241652473909526.jpg,bathroom,train,3
train/bathroom/1424244737803677_4565354313692688__005_2460978961000666.jpg,bathroom,train,2
train/bathroom/1424244737803677_4565443127017140__004_28310155528571142.jpg,bathroom,train,2
train/bathroom/1424244737803677_4565443127017140__007_1672437867509161.jpg,bathroom,train,1
train/bathroom/1424244737803677_4565563757005077__002_26433871052959528.jpg,bathroom,train,3
train/bathroom/1424244737803677_4565801596981293__006_27953549814232939.jpg,bathroom,train,2
train/bathroom/1424244737803677_4565907986970654__005_2087405131991450.jpg,bathroom,train,3
train/bathroom/1424244737803677_4565907986970654__006_2087405195324777.jpg,bathroom,train,2
train/bathroom/1424244737803677_4565909496970503__005_27427226610195648.jpg,bathroom,train,1
train/bathroom/1424244737803677_4565968120297974__004_122199537248498971.jpg,bathroom,train,2
train/bathroom/1424244737803677_4566279240266862__003_26838048829139052.jpg,bathroom,train,3
train/bathroom/1424244737803677_4566279240266862__004_26838047702472498.jpg,bathroom,train,3
train/bathroom/1424244737803677_4566372870257499__004_4254682051447481.jpg,bathroom,train,3
train/bathroom/1424244737803677_4566521053576014__004_122199595424498971.jpg,bathroom,train,2
train/bathroom/1424244737803677_4566715960223190__012_1678668766808710.jpg,bathroom,train,3
train/bathroom/144253342922236_1928977121116507__005_4450191831929297.jpg,bathroom,train,5
train/bathroom/1444861819075775_4430224813872779__009_10244828956718942.jpg,bathroom,train,2
train/bathroom/1444861819075775_4430231000538827__006_10243330902508231.jpg,bathroom,train,2
train/bathroom/1444861819075775_4430308343864426__010_10243331831171447.jpg,bathroom,train,4
train/bathroom/1444861819075775_4431210037107590__002_992180563294687.jpg,bathroom,train,3
train/bathroom/1444861819075775_4431872127041381__010_27867466962843478.jpg,bathroom,train,4
train/bathroom/1444861819075775_4432258130336114__009_27872115062378668.jpg,bathroom,train,1
train/bathroom/1444861819075775_4433181936910400__006_2384117962067881.jpg,bathroom,train,4
train/bathroom/1444861819075775_4433637780198149__008_26824284067257550.jpg,bathroom,train,5
train/bathroom/1444861819075775_4433743340187593__006_10227162098918289.jpg,bathroom,train,2
train/bathroom/1444861819075775_4434461176782476__010_10243391765349764.jpg,bathroom,train,4
train/bathroom/1444861819075775_4434820196746574__005_27058724120410965.jpg,bathroom,train,3
train/bathroom/1444861819075775_4435346880027239__002_26822635187386182.jpg,bathroom,train,3
train/bathroom/1444861819075775_4436532076575386__005_1501228568312151.jpg,bathroom,train,3
train/bathroom/1444861819075775_4436730329888894__002_122268740102163000.jpg,bathroom,train,3
train/bathroom/1444861819075775_4437527889809138__004_10243434449976853.jpg,bathroom,train,3
train/bathroom/1444861819075775_4440864096142184__006_10163182170239538.jpg,bathroom,train,3
train/bathroom/1444861819075775_4441203786108215__002_1000098239169586.jpg,bathroom,train,3
train/bathroom/1444861819075775_4441795102715750__006_10243492280902590.jpg,bathroom,train,1
train/bathroom/1444861819075775_4441815629380364__007_10234755627217374.jpg,bathroom,train,2
train/bathroom/1444861819075775_4441815629380364__008_10234755626817364.jpg,bathroom,train,2
train/bathroom/1444861819075775_4441820546046539__009_10234755666378353.jpg,bathroom,train,2
train/bathroom/1444861819075775_4441826789379248__005_10243492776594982.jpg,bathroom,train,2
train/bathroom/1444861819075775_4442001802695080__002_10236297741155912.jpg,bathroom,train,3
train/bathroom/1446203822077011_27298854089718630__005_1587897435641246.jpg,bathroom,train,3
train/bathroom/1446203822077011_27299089773028395__002_122161395524819325.jpg,bathroom,train,2
train/bathroom/1446203822077011_27299898576280848__007_1433756648784391.jpg,bathroom,train,4
train/bathroom/1446203822077011_27301781859425853__007_1268215245464567.jpg,bathroom,train,3
train/bathroom/1446203822077011_27301781859425853__008_1268215315464560.jpg,bathroom,train,3
train/bathroom/1446203822077011_27302262279377811__007_26892523223735351.jpg,bathroom,train,3
train/bathroom/1446203822077011_27303205042616868__007_10244448028682044.jpg,bathroom,train,2
train/bathroom/1446203822077011_27303426759261363__004_122164734536693368.jpg,bathroom,train,4
train/bathroom/1446203822077011_27310548471882525__006_1467473268488645.jpg,bathroom,train,3
train/bathroom/1446203822077011_27310548471882525__010_1467473468488625.jpg,bathroom,train,1
train/bathroom/1446203822077011_27311489141788458__006_1277473427930729.jpg,bathroom,train,3
train/bathroom/1446203822077011_27312478318356207__008_981899894741406.jpg,bathroom,train,3
train/bathroom/1446203822077011_27312680281669344__007_10232684682634809.jpg,bathroom,train,3
train/bathroom/1446203822077011_27313856558218383__002_982397514524216.jpg,bathroom,train,2
train/bathroom/1446203822077011_27314685584802147__003_883651184750570.jpg,bathroom,train,3
train/bathroom/1446203822077011_27315120778091961__007_10232788677122558.jpg,bathroom,train,3
train/bathroom/1446203822077011_27324868807117158__003_122275678358157046.jpg,bathroom,train,2
train/bathroom/1446203822077011_27328114976792541__008_1468513831717922.jpg,bathroom,train,3
train/bathroom/1446203822077011_27328302156773823__006_10232798846976798.jpg,bathroom,train,3
train/bathroom/1446203822077011_27329151996688839__009_27907429208852550.jpg,bathroom,train,3
train/bathroom/1446203822077011_27330354209901951__011_27025444567095912.jpg,bathroom,train,2
train/bathroom/1446203822077011_27330354209901951__012_27025444550429247.jpg,bathroom,train,3
train/bathroom/1446203822077011_27343732321897473__001_27343732321897473.jpg,bathroom,train,1
train/bathroom/1446203822077011_27346554164948622__004_10174393188360117.jpg,bathroom,train,4
train/bathroom/1446203822077011_27348239681446737__007_1469761004926538.jpg,bathroom,train,2
train/bathroom/1446203822077011_27348239681446737__008_1469761018259870.jpg,bathroom,train,3
train/bathroom/1446203822077011_27348291924774846__008_1469765228259449.jpg,bathroom,train,2
train/bathroom/1446203822077011_27351437437793628__006_122276053250157046.jpg,bathroom,train,4
train/bathroom/1446203822077011_27352717994332239__011_122174235038937818.jpg,bathroom,train,2
train/bathroom/1446203822077011_27352726710998034__010_25955536534122411.jpg,bathroom,train,3
train/bathroom/1446203822077011_27352726710998034__012_25955536520789079.jpg,bathroom,train,3
train/bathroom/1446203822077011_27353418197595552__003_886005814515107.jpg,bathroom,train,3
train/bathroom/1446203822077011_27355353934068645__006_10215605027674854.jpg,bathroom,train,2
train/bathroom/1446203822077011_27358042837133088__006_10244506003411376.jpg,bathroom,train,3
train/bathroom/1446203822077011_27360957506841621__004_122161802066819325.jpg,bathroom,train,3
train/bathroom/1446203822077011_27365981163005922__005_10232728267444402.jpg,bathroom,train,1
train/bathroom/1446203822077011_27367012439569461__006_10215610081401194.jpg,bathroom,train,2
train/bathroom/1446203822077011_27367226206214751__008_1297841205657838.jpg,bathroom,train,4
train/bathroom/1446203822077011_27367374919533213__009_10239758054462827.jpg,bathroom,train,3
train/bathroom/1446203822077011_27367374919533213__010_10239758054542829.jpg,bathroom,train,3
train/bathroom/1446203822077011_27367374919533213__011_10239758054302823.jpg,bathroom,train,3
train/bathroom/1446203822077011_27368333762770662__008_2383498772128661.jpg,bathroom,train,3
train/bathroom/1446203822077011_27369747725962599__007_26959642970356709.jpg,bathroom,train,3
train/bathroom/1446203822077011_27371309485806423__006_122241811886268693.jpg,bathroom,train,3
train/bathroom/1446203822077011_27377257261878312__004_26869257766018449.jpg,bathroom,train,4
train/bathroom/1446203822077011_27379565548314150__007_10232740010977983.jpg,bathroom,train,3
train/bathroom/1446203822077011_27379750131629025__003_887898510992504.jpg,bathroom,train,3
train/bathroom/1446203822077011_27380811128189592__007_10239772352140260.jpg,bathroom,train,3
train/bathroom/1446203822077011_27380811128189592__011_10239772352180261.jpg,bathroom,train,4
train/bathroom/1446203822077011_27383275691276469__003_888148874300801.jpg,bathroom,train,3
train/bathroom/1446203822077011_27384792361124802__002_26787497674193552.jpg,bathroom,train,2
train/bathroom/1446203822077011_27390426173894754__003_888549750927380.jpg,bathroom,train,3
train/bathroom/1446203822077011_27391158200488218__010_10239487540860523.jpg,bathroom,train,4
train/bathroom/1446203822077011_27392019507068754__006_10242289576839250.jpg,bathroom,train,1
train/bathroom/1446203822077011_27392469017023803__003_26715880938063375.jpg,bathroom,train,4
train/bathroom/1446203822077011_27393287053608666__008_1890423178312078.jpg,bathroom,train,3
train/bathroom/1480733602056021_26549474434755258__005_2241542783264903.jpg,bathroom,train,1
train/bathroom/1480733602056021_26558561847179850__004_122172325082863473.jpg,bathroom,train,4
train/bathroom/1480733602056021_26560464430322925__002_122228208014335752.jpg,bathroom,train,2
train/bathroom/1480733602056021_26563306500038718__011_27128676446756910.jpg,bathroom,train,2
train/bathroom/1480733602056021_26578082528561115__001_26578082528561115.jpg,bathroom,train,2
train/bathroom/1480733602056021_26591151937254174__007_2244550609630787.jpg,bathroom,train,2
train/bathroom/1480733602056021_26591560410546660__006_2244584859627362.jpg,bathroom,train,1
train/bathroom/1480733602056021_26592342550468446__004_10164434500518874.jpg,bathroom,train,2
train/bathroom/1480733602056021_26598908193145215__003_122120894577241988.jpg,bathroom,train,3
train/bathroom/1480733602056021_26599816526387715__003_122120939007241988.jpg,bathroom,train,3
train/bathroom/1480733602056021_26627911376911563__005_2247436289342219.jpg,bathroom,train,2
train/bathroom/1485565508385836_4356383627970662__005_881730584932523.jpg,bathroom,train,2
train/bathroom/1485565508385836_4358432254432466__004_878402788598636.jpg,bathroom,train,2
train/bathroom/1485565508385836_4367304233545268__005_10244435795095711.jpg,bathroom,train,2
train/bathroom/1485565508385836_4369695236639501__006_10234585208839597.jpg,bathroom,train,1
train/bathroom/1485565508385836_4371412546467770__003_10164666673078538.jpg,bathroom,train,3
train/bathroom/1485565508385836_4373580446250980__004_27568442369406189.jpg,bathroom,train,2
train/bathroom/1492833544374932_4492483167743273__007_10234295549231957.jpg,bathroom,train,4
train/bathroom/1492833544374932_4496824683975788__005_26635464249409772.jpg,bathroom,train,1
train/bathroom/1492833544374932_4499363537055236__012_10239350760321095.jpg,bathroom,train,1
train/bathroom/1492833544374932_4500444616947128__005_27280074978243550.jpg,bathroom,train,4
train/bathroom/1492833544374932_4504066126584977__008_27216587617934130.jpg,bathroom,train,3
train/bathroom/1492833544374932_4509455126046077__011_1991147941487982.jpg,bathroom,train,3
train/bathroom/1509783812615243_4384234518503477__005_10164715164924415.jpg,bathroom,train,2
train/bathroom/1509783812615243_4389901017936827__002_10162895161593193.jpg,bathroom,train,3
train/bathroom/1509783812615243_4390050294588566__002_1619492182481680.jpg,bathroom,train,2
train/bathroom/1509783812615243_4390075747919354__009_10242682396180353.jpg,bathroom,train,3
train/bathroom/1509783812615243_4390166051243657__007_3114361158771547.jpg,bathroom,train,3
train/bathroom/1509783812615243_4390427861217476__007_122115267746949080.jpg,bathroom,train,3
train/bathroom/1509783812615243_4390561247870804__007_1651026377031229.jpg,bathroom,train,4
